Latitude (decimal degrees):	49.915
Longitude (decimal degrees):	21.866
Elevation (m):	230
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: -179 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20180102:1110,49.4,72.41,16.76,5.03,1.52,0.0
20180102:1210,60.89,85.98,14.21,5.4,1.1,0.0
20180102:1310,37.11,57.92,9.52,5.46,0.62,0.0
20180102:1410,3.96,13.58,3.09,5.35,0.28,0.0
20180102:1510,0.0,0.0,0.0,4.75,1.31,0.0
20180102:1610,0.0,0.0,0.0,4.13,1.52,0.0
20180102:1710,0.0,0.0,0.0,3.84,1.59,0.0
20180102:1810,0.0,0.0,0.0,3.55,1.79,0.0
20180102:1910,0.0,0.0,0.0,3.49,2.55,0.0
20180102:2010,0.0,0.0,0.0,3.22,2.9,0.0
20180102:2110,0.0,0.0,0.0,3.15,3.17,0.0
20180102:2210,0.0,0.0,0.0,2.92,3.24,0.0
20180102:2310,0.0,0.0,0.0,2.67,3.45,0.0
20180103:0010,0.0,0.0,0.0,2.42,3.52,0.0
20180103:0110,0.0,0.0,0.0,2.26,3.45,0.0
20180103:0210,0.0,0.0,0.0,2.18,3.31,0.0
20180103:0310,0.0,0.0,0.0,2.06,2.97,0.0
20180103:0410,0.0,0.0,0.0,2.09,2.62,0.0
20180103:0510,0.0,0.0,0.0,2.09,2.28,0.0
20180103:0610,0.0,0.0,0.0,2.0,1.86,0.0
20180103:0710,9.36,21.72,4.17,2.05,1.86,0.0
20180103:0810,20.83,37.11,10.38,2.03,2.07,0.0
20180103:0910,21.52,38.01,14.79,2.3,2.9,0.0
20180103:1010,39.29,59.73,17.03,2.62,4.41,0.0
20180103:1110,51.54,74.22,16.86,3.43,6.21,0.0
20180103:1210,77.63,104.08,14.32,4.09,7.66,0.0
20180103:1310,42.93,64.26,9.65,3.81,6.34,0.0
20180103:1410,0.3,6.34,3.22,3.48,6.62,0.0
20180103:1510,0.0,0.0,0.0,2.88,6.62,0.0
20180103:1610,0.0,0.0,0.0,1.93,6.48,0.0
20180103:1710,0.0,0.0,0.0,1.61,6.41,0.0
20180103:1810,0.0,0.0,0.0,1.36,6.0,0.0
20180103:1910,0.0,0.0,0.0,2.21,6.76,0.0
20180103:2010,0.0,0.0,0.0,2.22,6.28,0.0
20180103:2110,0.0,0.0,0.0,2.2,5.72,0.0
20180103:2210,0.0,0.0,0.0,2.24,4.97,0.0
20180103:2310,0.0,0.0,0.0,2.09,4.41,0.0
20180104:0010,0.0,0.0,0.0,1.69,4.21,0.0
20180104:0110,0.0,0.0,0.0,1.32,3.93,0.0
20180104:0210,0.0,0.0,0.0,1.05,3.66,0.0
20180104:0310,0.0,0.0,0.0,0.84,3.45,0.0
20180104:0410,0.0,0.0,0.0,0.77,3.24,0.0
20180104:0510,0.0,0.0,0.0,1.06,3.17,0.0
20180104:0610,0.0,0.0,0.0,1.22,3.17,0.0
20180104:0710,8.8,20.82,4.2,0.75,3.79,0.0
20180104:0810,46.53,67.88,10.44,1.2,3.66,0.0
20180104:0910,78.8,104.99,14.87,2.38,3.45,0.0
20180104:1010,79.16,105.89,17.12,3.62,3.66,0.0
20180104:1110,44.26,66.07,16.97,4.48,3.93,0.0
20180104:1210,66.07,91.41,14.45,4.61,3.79,0.0
20180104:1310,36.69,57.02,9.78,4.27,3.52,0.0
20180104:1410,4.55,14.48,3.36,3.68,3.59,0.0
20180104:1510,0.0,0.0,0.0,2.79,3.79,0.0
20180104:1610,0.0,0.0,0.0,2.23,4.0,0.0
20180104:1710,0.0,0.0,0.0,2.01,4.14,0.0
20180104:1810,0.0,0.0,0.0,1.9,4.21,0.0
20180104:1910,0.0,0.0,0.0,1.68,4.21,0.0
20180104:2010,0.0,0.0,0.0,1.67,4.34,0.0
20180104:2110,0.0,0.0,0.0,1.87,4.34,0.0
20180104:2210,0.0,0.0,0.0,2.17,4.48,0.0
20180104:2310,0.0,0.0,0.0,2.16,4.62,0.0
20180105:0010,0.0,0.0,0.0,2.35,4.9,0.0
20180105:0110,0.0,0.0,0.0,2.38,5.38,0.0
20180105:0210,0.0,0.0,0.0,2.25,5.93,0.0
20180105:0310,0.0,0.0,0.0,2.21,6.14,0.0
20180105:0410,0.0,0.0,0.0,2.53,6.34,0.0
20180105:0510,0.0,0.0,0.0,2.58,6.21,0.0
20180105:0610,0.0,0.0,0.0,2.69,6.07,0.0
20180105:0710,8.08,19.91,4.24,2.88,5.86,0.0
20180105:0810,41.57,62.45,10.5,2.88,5.59,0.0
20180105:0910,59.37,83.27,14.95,3.38,4.69,0.0
20180105:1010,94.52,123.09,17.22,3.78,4.55,0.0
20180105:1110,91.76,120.37,17.09,4.55,4.62,0.0
20180105:1210,48.06,70.59,14.58,4.78,4.55,0.0
20180105:1310,23.42,40.73,9.92,4.55,4.55,0.0
20180105:1410,5.67,16.29,3.5,3.88,4.62,0.0
20180105:1510,0.0,0.0,0.0,3.14,4.55,0.0
20180105:1610,0.0,0.0,0.0,2.8,4.48,0.0
20180105:1710,0.0,0.0,0.0,2.64,4.76,0.0
20180105:1810,0.0,0.0,0.0,2.8,5.24,0.0
20180105:1910,0.0,0.0,0.0,2.88,5.59,0.0
20180105:2010,0.0,0.0,0.0,3.13,5.52,0.0
20180105:2110,0.0,0.0,0.0,3.36,5.31,0.0
20180105:2210,0.0,0.0,0.0,3.83,5.38,0.0
20180105:2310,0.0,0.0,0.0,4.17,5.38,0.0
20180106:0010,0.0,0.0,0.0,4.33,5.31,0.0
20180106:0110,0.0,0.0,0.0,4.36,5.24,0.0
20180106:0210,0.0,0.0,0.0,4.23,5.24,0.0
20180106:0310,0.0,0.0,0.0,4.16,5.31,0.0
20180106:0410,0.0,0.0,0.0,4.15,5.24,0.0
20180106:0510,0.0,0.0,0.0,4.17,5.1,0.0
20180106:0610,0.0,0.0,0.0,4.34,4.97,0.0
20180106:0710,0.0,3.62,4.29,4.41,4.83,0.0
20180106:0810,39.61,60.64,10.57,4.93,4.76,0.0
20180106:0910,42.55,64.26,15.04,5.4,4.48,0.0
20180106:1010,59.39,84.17,17.33,5.9,3.79,0.0
20180106:1110,86.92,115.85,17.22,6.25,3.66,0.0
20180106:1210,28.89,47.97,14.72,6.69,3.86,0.0
20180106:1310,40.73,62.45,10.07,6.79,3.93,0.0
20180106:1410,6.73,18.1,3.65,6.53,3.66,0.0
20180106:1510,0.0,0.0,0.0,5.8,3.52,0.0
20180106:1610,0.0,0.0,0.0,5.5,3.45,0.0
20180106:1710,0.0,0.0,0.0,5.37,3.31,0.0
20180106:1810,0.0,0.0,0.0,5.26,3.24,0.0
20180106:1910,0.0,0.0,0.0,5.33,3.03,0.0
20180106:2010,0.0,0.0,0.0,5.29,3.1,0.0
20180106:2110,0.0,0.0,0.0,5.25,3.1,0.0
20180106:2210,0.0,0.0,0.0,5.46,3.03,0.0
20180106:2310,0.0,0.0,0.0,5.49,3.1,0.0
20180107:0010,0.0,0.0,0.0,5.67,3.31,0.0
20180107:0110,0.0,0.0,0.0,5.86,3.52,0.0
20180107:0210,0.0,0.0,0.0,6.02,3.66,0.0
20180107:0310,0.0,0.0,0.0,5.84,3.52,0.0
20180107:0410,0.0,0.0,0.0,5.92,3.31,0.0
20180107:0510,0.0,0.0,0.0,5.86,2.48,0.0
20180107:0610,0.0,0.0,0.0,5.68,1.45,0.0
20180107:0710,6.18,17.2,4.35,5.39,0.34,0.0
20180107:0810,42.3,64.26,10.64,5.68,0.14,0.0
20180107:0910,76.19,104.08,15.13,6.23,0.55,0.0
20180107:1010,45.22,67.88,17.44,6.44,1.03,0.0
20180107:1110,21.05,38.01,17.35,6.4,1.66,0.0
20180107:1210,7.33,19.01,14.86,6.17,1.86,0.0
20180107:1310,5.04,15.39,10.22,5.7,2.48,0.0
20180107:1410,0.0,2.72,3.81,5.21,3.17,0.0
20180107:1510,0.0,0.0,0.0,4.68,3.59,0.0
20180107:1610,0.0,0.0,0.0,4.1,3.93,0.0
20180107:1710,0.0,0.0,0.0,3.43,4.0,0.0
20180107:1810,0.0,0.0,0.0,2.81,3.72,0.0
20180107:1910,0.0,0.0,0.0,2.41,3.31,0.0
20180107:2010,0.0,0.0,0.0,2.03,3.24,0.0
20180107:2110,0.0,0.0,0.0,1.74,3.17,0.0
20180107:2210,0.0,0.0,0.0,1.53,2.97,0.0
20180107:2310,0.0,0.0,0.0,1.32,2.83,0.0
20180108:0010,0.0,0.0,0.0,0.99,2.9,0.0
20180108:0110,0.0,0.0,0.0,0.95,2.76,0.0
20180108:0210,0.0,0.0,0.0,0.87,2.69,0.0
20180108:0310,0.0,0.0,0.0,0.75,2.62,0.0
20180108:0410,0.0,0.0,0.0,0.57,2.69,0.0
20180108:0510,0.0,0.0,0.0,0.2,2.76,0.0
20180108:0610,0.0,0.0,0.0,-0.03,2.55,0.0
20180108:0710,10.09,22.63,4.42,0.27,2.55,0.0
20180108:0810,49.79,71.5,10.73,0.5,2.76,0.0
20180108:0910,12.67,26.25,15.23,0.8,2.83,0.0
20180108:1010,14.0,28.06,17.57,0.86,2.69,0.0
20180108:1110,36.52,56.11,17.49,0.86,2.69,0.0
20180108:1210,40.34,60.64,15.01,0.93,2.41,0.0
20180108:1310,7.55,19.01,10.38,0.96,2.21,0.0
20180108:1410,8.17,19.91,3.97,0.88,2.14,0.0
20180108:1510,0.0,0.0,0.0,0.68,2.41,0.0
20180108:1610,0.0,0.0,0.0,0.26,2.55,0.0
20180108:1710,0.0,0.0,0.0,-0.41,2.55,0.0
20180108:1810,0.0,0.0,0.0,-1.16,2.62,0.0
20180108:1910,0.0,0.0,0.0,-1.92,2.48,0.0
20180108:2010,0.0,0.0,0.0,-2.48,2.41,0.0
20180108:2110,0.0,0.0,0.0,-2.99,2.34,0.0
20180108:2210,0.0,0.0,0.0,-3.38,2.41,0.0
20180108:2310,0.0,0.0,0.0,-3.75,2.48,0.0
20180109:0010,0.0,0.0,0.0,-4.09,2.62,0.0
20180109:0110,0.0,0.0,0.0,-4.33,2.9,0.0
20180109:0210,0.0,0.0,0.0,-4.57,3.1,0.0
20180109:0310,0.0,0.0,0.0,-4.72,3.17,0.0
20180109:0410,0.0,0.0,0.0,-4.65,3.24,0.0
20180109:0510,0.0,0.0,0.0,-4.53,3.52,0.0
20180109:0610,0.0,0.0,0.0,-4.35,3.79,0.0
20180109:0710,10.33,22.63,4.49,-3.93,4.14,0.0
20180109:0810,53.9,75.12,10.81,-2.99,3.93,0.0
20180109:0910,86.86,112.23,15.34,-1.5,3.59,0.0
20180109:1010,104.41,132.14,17.7,-0.08,3.72,0.0
20180109:1110,75.24,100.46,17.63,1.11,3.66,0.0
20180109:1210,61.34,85.08,15.17,1.78,3.17,0.0
20180109:1310,25.9,43.44,10.54,1.91,3.31,0.0
20180109:1410,6.34,17.2,4.13,1.41,3.31,0.0
20180109:1510,0.0,0.0,0.0,0.5,3.31,0.0
20180109:1610,0.0,0.0,0.0,0.01,3.31,0.0
20180109:1710,0.0,0.0,0.0,-0.02,3.17,0.0
20180109:1810,0.0,0.0,0.0,0.37,3.03,0.0
20180109:1910,0.0,0.0,0.0,0.46,3.03,0.0
20180109:2010,0.0,0.0,0.0,1.33,3.03,0.0
20180109:2110,0.0,0.0,0.0,1.94,3.17,0.0
20180109:2210,0.0,0.0,0.0,2.34,3.24,0.0
20180109:2310,0.0,0.0,0.0,2.63,3.31,0.0
20180110:0010,0.0,0.0,0.0,2.73,3.31,0.0
20180110:0110,0.0,0.0,0.0,2.76,3.31,0.0
20180110:0210,0.0,0.0,0.0,2.73,3.45,0.0
20180110:0310,0.0,0.0,0.0,2.78,3.31,0.0
20180110:0410,0.0,0.0,0.0,2.6,3.24,0.0
20180110:0510,0.0,0.0,0.0,2.21,3.24,0.0
20180110:0610,0.0,0.0,0.0,1.95,3.17,0.0
20180110:0710,11.26,24.44,4.56,2.28,3.45,0.0
20180110:0810,30.91,49.78,10.91,2.97,3.1,0.0
20180110:0910,80.43,107.7,15.46,4.28,2.9,0.0
20180110:1010,87.92,116.75,17.83,5.5,2.76,0.0
20180110:1110,90.74,120.37,17.79,6.3,2.55,0.0
20180110:1210,78.76,106.8,15.33,6.38,2.28,0.0
20180110:1310,49.12,72.41,10.71,6.39,2.41,0.0
20180110:1410,7.36,19.01,4.31,5.35,2.48,0.0
20180110:1510,0.0,0.0,0.0,3.67,2.83,0.0
20180110:1610,0.0,0.0,0.0,2.54,2.97,0.0
20180110:1710,0.0,0.0,0.0,1.81,2.69,0.0
20180110:1810,0.0,0.0,0.0,1.18,2.41,0.0
20180110:1910,0.0,0.0,0.0,1.64,2.62,0.0
20180110:2010,0.0,0.0,0.0,1.39,2.55,0.0
20180110:2110,0.0,0.0,0.0,1.26,2.34,0.0
20180110:2210,0.0,0.0,0.0,1.2,2.07,0.0
20180110:2310,0.0,0.0,0.0,1.16,1.86,0.0
20180111:0010,0.0,0.0,0.0,0.97,1.86,0.0
20180111:0110,0.0,0.0,0.0,0.94,1.86,0.0
20180111:0210,0.0,0.0,0.0,0.75,1.93,0.0
20180111:0310,0.0,0.0,0.0,0.76,1.93,0.0
20180111:0410,0.0,0.0,0.0,0.75,1.86,0.0
20180111:0510,0.0,0.0,0.0,0.76,1.86,0.0
20180111:0610,0.0,0.0,0.0,0.82,1.86,0.0
20180111:0710,12.71,26.25,4.65,0.2,1.66,0.0
20180111:0810,52.84,75.12,11.02,0.63,1.66,0.0
20180111:0910,36.46,56.11,15.59,1.08,1.79,0.0
20180111:1010,48.6,70.59,17.98,1.94,1.66,0.0
20180111:1110,36.22,56.11,17.95,2.37,1.79,0.0
20180111:1210,47.7,69.69,15.5,2.55,2.07,0.0
20180111:1310,34.71,54.3,10.89,2.5,2.28,0.0
20180111:1410,0.31,6.34,4.48,2.23,2.34,0.0
20180111:1510,0.0,0.0,0.0,1.78,2.21,0.0
20180111:1610,0.0,0.0,0.0,1.5,2.28,0.0
20180111:1710,0.0,0.0,0.0,1.24,2.14,0.0
20180111:1810,0.0,0.0,0.0,1.17,2.07,0.0
20180111:1910,0.0,0.0,0.0,0.69,1.93,0.0
20180111:2010,0.0,0.0,0.0,0.58,1.79,0.0
20180111:2110,0.0,0.0,0.0,0.8,1.79,0.0
20180111:2210,0.0,0.0,0.0,0.94,2.0,0.0
20180111:2310,0.0,0.0,0.0,1.08,2.14,0.0
20180112:0010,0.0,0.0,0.0,1.19,2.28,0.0
20180112:0110,0.0,0.0,0.0,1.2,2.41,0.0
20180112:0210,0.0,0.0,0.0,1.18,2.69,0.0
20180112:0310,0.0,0.0,0.0,1.04,2.9,0.0
20180112:0410,0.0,0.0,0.0,0.87,3.03,0.0
20180112:0510,0.0,0.0,0.0,0.65,3.17,0.0
20180112:0610,0.0,0.0,0.0,0.46,3.31,0.0
20180112:0710,12.71,26.25,4.74,0.34,3.66,0.0
20180112:0810,35.92,55.21,11.13,0.19,4.14,0.0
20180112:0910,46.01,66.97,15.72,0.11,4.34,0.0
20180112:1010,29.12,47.06,18.13,0.12,4.48,0.0
20180112:1110,35.91,55.21,18.12,0.26,4.62,0.0
20180112:1210,23.21,39.82,15.68,0.23,4.69,0.0
20180112:1310,14.76,28.96,11.07,0.01,4.76,0.0
20180112:1410,0.71,7.24,4.67,-0.11,4.83,0.0
20180112:1510,0.0,0.0,0.0,-0.34,4.41,0.0
20180112:1610,0.0,0.0,0.0,-0.68,4.14,0.0
20180112:1710,0.0,0.0,0.0,-1.04,4.28,0.0
20180112:1810,0.0,0.0,0.0,-1.39,4.34,0.0
20180112:1910,0.0,0.0,0.0,-1.68,4.48,0.0
20180112:2010,0.0,0.0,0.0,-1.89,4.34,0.0
20180112:2110,0.0,0.0,0.0,-2.15,4.21,0.0
20180112:2210,0.0,0.0,0.0,-2.2,4.41,0.0
20180112:2310,0.0,0.0,0.0,-2.35,4.14,0.0
20180113:0010,0.0,0.0,0.0,-2.41,3.93,0.0
20180113:0110,0.0,0.0,0.0,-2.52,4.28,0.0
20180113:0210,0.0,0.0,0.0,-2.51,4.48,0.0
20180113:0310,0.0,0.0,0.0,-2.73,4.41,0.0
20180113:0410,0.0,0.0,0.0,-2.93,4.48,0.0
20180113:0510,0.0,0.0,0.0,-2.99,4.55,0.0
20180113:0610,0.0,0.0,0.0,-2.88,4.9,0.0
20180113:0710,8.96,20.82,4.84,-2.4,5.31,0.0
20180113:0810,35.59,54.3,11.24,-2.09,6.69,0.0
20180113:0910,56.87,78.74,15.86,-1.7,6.62,0.0
20180113:1010,40.88,60.64,18.29,-1.33,6.21,0.0
20180113:1110,63.91,86.89,18.29,-0.95,6.14,0.0
20180113:1210,33.83,52.49,15.86,-0.82,6.0,0.0
20180113:1310,10.81,23.53,11.26,-0.83,5.72,0.0
20180113:1410,4.14,13.58,4.85,-1.24,5.1,0.0
20180113:1510,0.0,0.0,0.0,-1.82,5.03,0.0
20180113:1610,0.0,0.0,0.0,-2.23,5.03,0.0
20180113:1710,0.0,0.0,0.0,-2.58,4.97,0.0
20180113:1810,0.0,0.0,0.0,-2.94,4.9,0.0
20180113:1910,0.0,0.0,0.0,-3.92,5.03,0.0
20180113:2010,0.0,0.0,0.0,-4.06,4.97,0.0
20180113:2110,0.0,0.0,0.0,-4.1,4.9,0.0
20180113:2210,0.0,0.0,0.0,-4.21,4.69,0.0
20180113:2310,0.0,0.0,0.0,-4.47,4.34,0.0
20180114:0010,0.0,0.0,0.0,-4.61,4.21,0.0
20180114:0110,0.0,0.0,0.0,-4.74,4.07,0.0
20180114:0210,0.0,0.0,0.0,-4.87,4.14,0.0
20180114:0310,0.0,0.0,0.0,-5.09,4.0,0.0
20180114:0410,0.0,0.0,0.0,-5.26,4.0,0.0
20180114:0510,0.0,0.0,0.0,-5.47,3.86,0.0
20180114:0610,0.0,0.0,0.0,-5.65,3.79,0.0
20180114:0710,15.2,28.96,4.95,-5.59,3.86,0.0
20180114:0810,58.57,79.65,11.37,-5.23,4.41,0.0
20180114:0910,83.18,106.8,16.0,-4.53,4.48,0.0
20180114:1010,48.49,68.78,18.45,-3.78,4.48,0.0
20180114:1110,50.76,71.5,18.47,-3.23,4.34,0.0
20180114:1210,35.71,54.3,16.05,-3.0,4.14,0.0
20180114:1310,24.34,40.73,11.45,-3.1,4.0,0.0
20180114:1410,3.12,11.77,5.05,-3.61,3.66,0.0
20180114:1510,0.0,0.0,0.0,-4.5,3.45,0.0
20180114:1610,0.0,0.0,0.0,-5.17,3.52,0.0
20180114:1710,0.0,0.0,0.0,-5.67,3.38,0.0
20180114:1810,0.0,0.0,0.0,-6.05,3.45,0.0
20180114:1910,0.0,0.0,0.0,-7.04,3.45,0.0
20180114:2010,0.0,0.0,0.0,-7.37,3.38,0.0
20180114:2110,0.0,0.0,0.0,-7.62,3.1,0.0
20180114:2210,0.0,0.0,0.0,-7.84,2.97,0.0
20180114:2310,0.0,0.0,0.0,-8.06,2.83,0.0
20180115:0010,0.0,0.0,0.0,-8.15,2.69,0.0
20180115:0110,0.0,0.0,0.0,-8.19,2.55,0.0
20180115:0210,0.0,0.0,0.0,-8.39,2.41,0.0
20180115:0310,0.0,0.0,0.0,-8.43,2.41,0.0
20180115:0410,0.0,0.0,0.0,-8.45,2.41,0.0
20180115:0510,0.0,0.0,0.0,-8.46,2.41,0.0
20180115:0610,0.0,0.0,0.0,-8.24,2.34,0.0
20180115:0710,6.69,17.2,5.06,-7.72,1.93,0.0
20180115:0810,26.18,42.54,11.5,-6.02,1.93,0.0
20180115:0910,30.48,47.97,16.16,-4.16,2.28,0.0
20180115:1010,42.62,62.45,18.62,-2.67,2.48,0.0
20180115:1110,34.68,53.4,18.66,-1.74,2.34,0.0
20180115:1210,27.8,45.25,16.25,-1.31,2.28,0.0
20180115:1310,20.47,36.2,11.65,-1.33,2.21,0.0
20180115:1410,8.93,20.82,5.24,-1.95,1.79,0.0
20180115:1510,0.0,0.0,0.0,-3.38,2.14,0.0
20180115:1610,0.0,0.0,0.0,-4.43,2.34,0.0
20180115:1710,0.0,0.0,0.0,-5.01,2.48,0.0
20180115:1810,0.0,0.0,0.0,-5.34,2.55,0.0
20180115:1910,0.0,0.0,0.0,-5.6,2.97,0.0
20180115:2010,0.0,0.0,0.0,-5.6,3.31,0.0
20180115:2110,0.0,0.0,0.0,-5.32,3.72,0.0
20180115:2210,0.0,0.0,0.0,-4.94,4.07,0.0
20180115:2310,0.0,0.0,0.0,-4.67,4.34,0.0
20180116:0010,0.0,0.0,0.0,-4.57,4.55,0.0
20180116:0110,0.0,0.0,0.0,-4.52,4.83,0.0
20180116:0210,0.0,0.0,0.0,-4.52,5.1,0.0
20180116:0310,0.0,0.0,0.0,-4.52,5.38,0.0
20180116:0410,0.0,0.0,0.0,-4.52,5.66,0.0
20180116:0510,0.0,0.0,0.0,-4.74,5.93,0.0
20180116:0610,0.0,0.0,0.0,-4.84,6.21,0.0
20180116:0710,14.44,28.06,5.18,-4.69,6.55,0.0
20180116:0810,55.12,76.03,11.64,-4.28,6.14,0.0
20180116:0910,83.83,107.7,16.32,-3.49,8.14,0.0
20180116:1010,113.78,140.28,18.8,-2.78,8.07,0.0
20180116:1110,80.05,104.08,18.85,-2.48,6.9,0.0
20180116:1210,80.79,104.99,16.45,-2.33,6.28,0.0
20180116:1310,5.3,15.39,11.85,-2.17,5.72,0.0
20180116:1410,3.1,11.77,5.45,-2.38,5.31,0.0
20180116:1510,0.0,0.0,0.0,-2.81,6.07,0.0
20180116:1610,0.0,0.0,0.0,-2.88,6.0,0.0
20180116:1710,0.0,0.0,0.0,-3.03,5.52,0.0
20180116:1810,0.0,0.0,0.0,-2.81,5.79,0.0
20180116:1910,0.0,0.0,0.0,-3.26,6.14,0.0
20180116:2010,0.0,0.0,0.0,-3.11,6.07,0.0
20180116:2110,0.0,0.0,0.0,-2.96,5.79,0.0
20180116:2210,0.0,0.0,0.0,-2.61,5.59,0.0
20180116:2310,0.0,0.0,0.0,-2.11,5.38,0.0
20180117:0010,0.0,0.0,0.0,-1.98,4.97,0.0
20180117:0110,0.0,0.0,0.0,-2.2,4.41,0.0
20180117:0210,0.0,0.0,0.0,-2.49,4.07,0.0
20180117:0310,0.0,0.0,0.0,-2.43,3.93,0.0
20180117:0410,0.0,0.0,0.0,-2.49,3.59,0.0
20180117:0510,0.0,0.0,0.0,-2.57,3.38,0.0
20180117:0610,0.0,0.0,0.0,-2.72,3.59,0.0
20180117:0710,15.62,29.87,5.3,-2.21,3.17,0.0
20180117:0810,51.93,73.31,11.79,-1.73,2.97,0.0
20180117:0910,94.69,121.28,16.48,-0.61,3.24,0.0
20180117:1010,103.22,131.23,18.99,0.61,3.52,0.0
20180117:1110,51.92,74.22,19.05,1.53,3.38,0.0
20180117:1210,13.25,27.15,16.66,2.09,3.17,0.0
20180117:1310,48.63,70.59,12.06,2.03,2.55,0.0
20180117:1410,8.77,20.82,5.65,1.23,2.0,0.0
20180117:1510,0.0,0.0,0.0,-0.02,1.79,0.0
20180117:1610,0.0,0.0,0.0,-1.37,1.86,0.0
20180117:1710,0.0,0.0,0.0,-2.34,1.93,0.0
20180117:1810,0.0,0.0,0.0,-2.75,2.07,0.0
20180117:1910,0.0,0.0,0.0,-2.08,2.76,0.0
20180117:2010,0.0,0.0,0.0,-1.63,3.24,0.0
20180117:2110,0.0,0.0,0.0,-1.27,3.52,0.0
20180117:2210,0.0,0.0,0.0,-1.21,3.45,0.0
20180117:2310,0.0,0.0,0.0,-0.95,3.66,0.0
20180118:0010,0.0,0.0,0.0,-0.78,3.72,0.0
20180118:0110,0.0,0.0,0.0,-0.78,3.72,0.0
20180118:0210,0.0,0.0,0.0,-0.73,3.79,0.0
20180118:0310,0.0,0.0,0.0,-0.73,3.86,0.0
20180118:0410,0.0,0.0,0.0,-0.75,3.93,0.0
20180118:0510,0.0,0.0,0.0,-0.86,3.79,0.0
20180118:0610,0.0,0.0,0.0,-0.94,3.59,0.0
20180118:0710,16.23,30.77,5.43,-1.17,3.45,0.0
20180118:0810,50.88,72.41,11.94,-0.71,2.83,0.0
20180118:0910,78.86,104.08,16.66,0.0,3.24,0.0
20180118:1010,115.55,144.81,19.18,0.82,3.93,0.0
20180118:1110,55.87,78.74,19.26,1.62,4.0,0.0
20180118:1210,66.05,90.51,16.87,2.09,3.45,0.0
20180118:1310,40.1,60.64,12.27,2.28,3.24,0.0
20180118:1410,10.64,23.53,5.86,2.0,3.79,0.0
20180118:1510,0.0,0.0,0.0,1.06,5.03,0.0
20180118:1610,0.0,0.0,0.0,0.46,6.07,0.0
20180118:1710,0.0,0.0,0.0,0.24,6.69,0.0
20180118:1810,0.0,0.0,0.0,0.56,7.52,0.0
20180118:1910,0.0,0.0,0.0,1.1,9.1,0.0
20180118:2010,0.0,0.0,0.0,1.34,9.31,0.0
20180118:2110,0.0,0.0,0.0,1.36,8.41,0.0
20180118:2210,0.0,0.0,0.0,1.04,7.52,0.0
20180118:2310,0.0,0.0,0.0,0.96,6.97,0.0
20180119:0010,0.0,0.0,0.0,0.74,6.62,0.0
20180119:0110,0.0,0.0,0.0,0.63,6.28,0.0
20180119:0210,0.0,0.0,0.0,0.6,5.86,0.0
20180119:0310,0.0,0.0,0.0,0.76,5.79,0.0
